tz,name,feature,long,countycode,state,pop,elev,lat,featclass,wikilink,id
America/Chicago,Forestdale,PPL,-86.89638,073,AL,10313,197,33.57011,P,http://en.wikipedia.org/wiki/Forestdale%2C_Alabama,4062774
America/Chicago,Forkland,PPL,-87.88335,063,AL,632,46,32.64819,P,"36740,http://en.wikipedia.org/wiki/Forkland%2C_Alabama",4062791
America/Chicago,Fort Deposit,PPL,-86.57859,085,AL,1246,142,31.98459,P,"36032,http://en.wikipedia.org/wiki/Fort_Deposit%2C_Alabama",4062824
America/Chicago,Fort Payne,PPL,-85.71969,049,AL,13586,275,34.44425,P,"35967,35968,http://en.wikipedia.org/wiki/Fort_Payne%2C_Alabama",4062861
America/Chicago,Franklin,PPL,-85.80246,087,AL,149,67,32.47847,P,"Franklin,http://en.wikipedia.org/wiki/Franklin%2C_Alabama,Франклин",4063118
America/Chicago,Frisco City,PPL,-87.40138,099,AL,1373,123,31.4335,P,"36445,http://en.wikipedia.org/wiki/Frisco_City%2C_Alabama",4063475
America/Chicago,Fruithurst,PPL,-85.43384,029,AL,293,329,33.73094,P,"36262,http://en.wikipedia.org/wiki/Fruithurst%2C_Alabama",4063514
America/Chicago,Fulton,PPL,-87.72722,025,AL,298,73,31.78849,P,"36446,http://en.wikipedia.org/wiki/Fulton%2C_Alabama",4063555
America/Chicago,Fultondale,PPL,-86.79388,073,AL,6656,186,33.60483,P,"35068,http://en.wikipedia.org/wiki/Fultondale%2C_Alabama",4063570
America/Chicago,Fyffe,PPL,-85.90414,049,AL,1017,386,34.44676,P,"35971,http://en.wikipedia.org/wiki/Fyffe%2C_Alabama",4063613
America/Chicago,Gadsden,PPL,-86.00664,055,AL,36821,167,34.01426,P,"35901,35902,35903,35904,35905,35907,http://en.wikipedia.org/wiki/Gadsden%2C_Alabama",4063619
America/Chicago,Gainesville,PPL,-88.15891,119,AL,203,40,32.82096,P,"35464,http://en.wikipedia.org/wiki/Gainesville%2C_Alabama",4063652
America/Chicago,Gantt,PPL,-86.48413,039,AL,231,71,31.40683,P,"36038,http://en.wikipedia.org/wiki/Gantt%2C_Alabama",4063738
America/Chicago,Garden City,PPL,-86.74694,043,AL,568,153,34.01454,P,"35070,Garden Siti,http://en.wikipedia.org/wiki/Garden_City%2C_Alabama,Гарден Сити",4063753
America/Chicago,Gardendale,PPL,-86.81277,073,AL,12370,207,33.6601,P,"35071,http://en.wikipedia.org/wiki/Gardendale%2C_Alabama",4063765
America/Chicago,Gaylesville,PPL,-85.55691,019,AL,140,181,34.26843,P,"35973,http://en.wikipedia.org/wiki/Gaylesville%2C_Alabama",4063902
America/Chicago,Geiger,PPL,-88.30503,119,AL,151,51,32.86819,P,http://en.wikipedia.org/wiki/Geiger%2C_Alabama,4063917
America/Chicago,Geneva,PPL,-85.86382,061,AL,4266,29,31.03296,P,"36340,Zheneva,http://en.wikipedia.org/wiki/Geneva%2C_Alabama,Женева",4063926
America/Chicago,Georgiana,PPL,-86.74192,013,AL,1573,89,31.6371,P,"36033,http://en.wikipedia.org/wiki/Georgiana%2C_Alabama,http://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6%D0%B8%D0%B0%D0%BD%D0%B0_%28%D0%90%D0%BB%D0%B0%D0%B1%D0%B0%D0%BC%D0%B0%29",4064006
America/Chicago,Geraldine,PPL,-86.00081,049,AL,808,350,34.35148,P,"35974,http://en.wikipedia.org/wiki/Geraldine%2C_Alabama",4064020
America/Chicago,Gilbertown,PPL,-88.32141,023,AL,172,39,31.8771,P,"36908,http://en.wikipedia.org/wiki/Gilbertown%2C_Alabama",4064105
America/Chicago,Glencoe,PPL,-85.93247,055,AL,5152,172,33.95704,P,http://en.wikipedia.org/wiki/Glencoe%2C_Alabama,4064310
America/Chicago,Glen Allen,PPL,-87.74169,093,AL,434,183,33.9151,P,http://en.wikipedia.org/wiki/Glen_Allen%2C_Alabama,4064341
America/Chicago,Glenwood,PPL,-86.17134,041,AL,189,85,31.6646,P,"36034,http://en.wikipedia.org/wiki/Glenwood%2C_Alabama",4064354
America/Chicago,Goldville,PPL,-85.78385,123,AL,35,308,33.08373,P,http://en.wikipedia.org/wiki/Goldville%2C_Alabama,4064484
America/Chicago,Good Hope,PPL,-86.86361,043,AL,1966,214,34.11593,P,http://en.wikipedia.org/wiki/Good_Hope%2C_Alabama,4064548
America/Chicago,Goodwater,PPL,-86.0533,037,AL,1496,256,33.06568,P,"35072,http://en.wikipedia.org/wiki/Goodwater%2C_Alabama",4064598
America/Chicago,Gordo,PPL,-87.9028,107,AL,1578,85,33.32012,P,"35466,http://en.wikipedia.org/wiki/Gordo%2C_Alabama",4064664
America/Chicago,Gordon,PPL,-85.0966,069,AL,415,50,31.14129,P,"36343,http://en.wikipedia.org/wiki/Gordon%2C_Alabama",4064671
America/Chicago,Goshen,PPL,-86.11829,109,AL,293,97,31.72294,P,"36035,Goshen,http://en.wikipedia.org/wiki/Goshen%2C_Alabama,Гошен",4064706
America/Chicago,Grand Bay,PPL,-88.34223,097,AL,4099,25,30.47631,P,"36541,http://en.wikipedia.org/wiki/Grand_Bay%2C_Alabama",4064840
America/Chicago,Grant,PPL,-86.25332,095,AL,669,374,34.5287,P,"35747,http://en.wikipedia.org/wiki/Grant%2C_Alabama",4064871
America/Chicago,Grayson Valley,PPL,-86.63943,073,AL,5549,287,33.64816,P,http://en.wikipedia.org/wiki/Grayson_Valley%2C_Alabama,4065029
America/Chicago,Graysville,PPL,-86.97138,073,AL,2281,170,33.62066,P,"35073,http://en.wikipedia.org/wiki/Graysville%2C_Alabama",4065034
America/Chicago,Greensboro,PPL,-87.59584,065,AL,2583,86,32.70458,P,"36744,Grinsboro,http://en.wikipedia.org/wiki/Greensboro%2C_Alabama,Гринсборо",4065282
America/Chicago,Greenville,PPL,-86.61775,013,AL,6924,134,31.8296,P,"36037,Grinvill,http://en.wikipedia.org/wiki/Greenville%2C_Alabama,Гринвилл",4065302
America/Chicago,Grimes,PPL,-85.44799,045,AL,459,114,31.30462,P,http://en.wikipedia.org/wiki/Grimes%2C_Alabama,4065421
America/Chicago,Grimes,PPL,-87.39111,125,AL,469,105,33.16762,P,,4065422
America/Chicago,Grove Hill,PPL,-87.77722,025,AL,1373,154,31.70877,P,"36451,http://en.wikipedia.org/wiki/Grove_Hill%2C_Alabama",4065475
America/Chicago,Gu-Win,PPL,-87.88058,093,AL,190,170,33.96094,P,http://en.wikipedia.org/wiki/Gu-Win%2C_Alabama,4065508
America/Chicago,Guin,PPL,-87.91475,093,AL,2178,136,33.96566,P,"35563,http://en.wikipedia.org/wiki/Guin%2C_Alabama",4065524
America/Chicago,Gulf Shores,PPL,-87.70082,003,AL,5971,2,30.24604,P,"36542,36547,http://en.wikipedia.org/wiki/Gulf_Shores%2C_Alabama",4065552
America/Chicago,Guntersville,PPL,-86.2947,095,AL,7573,194,34.35815,P,"35976,http://en.wikipedia.org/wiki/Guntersville%2C_Alabama",4065649
America/Chicago,Gurley,PPL,-86.63777,009,AL,886,194,33.77649,P,,4065664
America/Chicago,Gurley,PPL,-86.37582,089,AL,876,195,34.70176,P,"35748,http://en.wikipedia.org/wiki/Gurley%2C_Alabama",4065665
America/Chicago,Hackleburg,PPL,-87.82864,093,AL,1444,286,34.27732,P,"35564,http://en.wikipedia.org/wiki/Hackleburg%2C_Alabama",4065731
America/Chicago,Haleburg,PPL,-85.13715,067,AL,105,105,31.40656,P,http://en.wikipedia.org/wiki/Haleburg%2C_Alabama,4065814
America/Chicago,Haleyville,PPL,-87.62141,133,AL,4040,287,34.22649,P,"35565,http://en.wikipedia.org/wiki/Haleyville%2C_Alabama",4065830
America/Chicago,Hamilton,PPL,-87.98864,093,AL,6358,149,34.14232,P,"35570,Gamil'ton,http://en.wikipedia.org/wiki/Hamilton%2C_Alabama,Гамильтон",4065965
America/Chicago,Hammondville,PPL,-85.62663,049,AL,509,304,34.58175,P,http://en.wikipedia.org/wiki/Hammondville%2C_Alabama,4066038
America/Chicago,Hanceville,PPL,-86.7675,043,AL,3007,165,34.06065,P,"35077,http://en.wikipedia.org/wiki/Hanceville%2C_Alabama",4066065
America/Chicago,Harpersville,PPL,-86.43804,117,AL,1729,139,33.344,P,"35078,http://en.wikipedia.org/wiki/Harpersville%2C_Alabama",4066335
America/Chicago,Hartford,PPL,-85.69688,061,AL,2309,83,31.1024,P,"36344,Khartford,http://en.wikipedia.org/wiki/Hartford%2C_Alabama,Хартфорд",4066437
America/Chicago,Hartselle,PPL,-86.93528,103,AL,13089,205,34.44343,P,"35640,http://en.wikipedia.org/wiki/Hartselle%2C_Alabama",4066449
America/Chicago,Harvest,PPL,-86.75083,089,AL,3707,254,34.85564,P,"35749,http://en.wikipedia.org/wiki/Harvest%2C_Alabama",4066463
America/Chicago,Hayden,PPL,-86.75777,009,AL,519,172,33.8926,P,"35079,http://en.wikipedia.org/wiki/Hayden%2C_Alabama",4066613
America/Chicago,Hayneville,PPL,-86.58025,085,AL,1181,74,32.18403,P,"36040,http://en.wikipedia.org/wiki/Hayneville%2C_Alabama",4066661
America/Chicago,Hazel Green,PPL,-86.57194,089,AL,4799,242,34.93231,P,"35750,http://en.wikipedia.org/wiki/Hazel_Green%2C_Alabama",4066686
America/Chicago,Headland,PPL,-85.34216,067,AL,3604,116,31.35128,P,"36345,http://en.wikipedia.org/wiki/Headland%2C_Alabama",4066716
America/Chicago,Heath,PPL,-86.46968,039,AL,249,110,31.36072,P,http://en.wikipedia.org/wiki/Heath%2C_Alabama,4066751
America/Chicago,Heflin,PPL,-85.58746,029,AL,3186,293,33.64899,P,"36264,http://en.wikipedia.org/wiki/Heflin%2C_Alabama",4066793
America/Chicago,Helena,PPL,-86.8436,117,AL,13119,127,33.29622,P,"35080,Khelena,http://en.wikipedia.org/wiki/Helena%2C_Alabama,Хелена",4066811
America/Chicago,Henagar,PPL,-85.76719,049,AL,2528,444,34.63508,P,"35978,http://en.wikipedia.org/wiki/Henagar%2C_Alabama",4066844
America/Chicago,Highland Lake,PPL,-86.41971,009,AL,445,273,33.8851,P,http://en.wikipedia.org/wiki/Highland_Lake%2C_Alabama,4067245
America/Chicago,Hillsboro,PPL,-87.19168,079,AL,577,182,34.63926,P,"35643,Khillsboro,http://en.wikipedia.org/wiki/Hillsboro%2C_Alabama,Хиллсборо",4067432
America/Chicago,Hobson City,PPL,-85.84413,015,AL,843,222,33.62149,P,http://en.wikipedia.org/wiki/Hobson_City%2C_Alabama,4067534
America/Chicago,Hodges,PPL,-87.92642,059,AL,251,258,34.32704,P,"35571,http://en.wikipedia.org/wiki/Hodges%2C_Alabama",4067557
America/Chicago,Hokes Bluff,PPL,-85.86636,055,AL,4294,180,33.99815,P,http://en.wikipedia.org/wiki/Hokes_Bluff%2C_Alabama,4067623
America/Chicago,Holly Pond,PPL,-86.61638,043,AL,693,265,34.17426,P,"35083,http://en.wikipedia.org/wiki/Holly_Pond%2C_Alabama",4067784
America/Chicago,Hollywood,PPL,-85.97248,071,AL,950,191,34.72425,P,"35752,Gollivud,http://en.wikipedia.org/wiki/Hollywood%2C_Alabama,Голливуд",4067814
America/Chicago,Hollywood,PPL,-86.78304,073,AL,930,215,33.47288,P,,4067815
America/Chicago,Holt,PPL,-87.48445,125,AL,3996,116,33.23401,P,http://en.wikipedia.org/wiki/Holt%2C_Alabama,4067840
America/Chicago,Homewood,PPL,-86.80082,073,AL,23815,203,33.47177,P,http://en.wikipedia.org/wiki/Homewood%2C_Alabama,4067927
America/Chicago,Hoover,PPL,-86.81138,073,AL,66752,176,33.40539,P,"Guver,Hoover,http://en.wikipedia.org/wiki/Hoover%2C_Alabama,Гувер",4067994
America/Chicago,Horn Hill,PPL,-86.31662,039,AL,231,87,31.24573,P,http://en.wikipedia.org/wiki/Horn_Hill%2C_Alabama,4068149
America/Chicago,Hueytown,PPL,-86.99666,073,AL,15308,183,33.45122,P,http://en.wikipedia.org/wiki/Hueytown%2C_Alabama,4068446
America/Chicago,Huguley,PPL,-85.22966,017,AL,2792,214,32.83457,P,http://en.wikipedia.org/wiki/Huguley%2C_Alabama,4068506
America/Chicago,Huntsville,PPL,-86.5861,089,AL,158216,193,34.73037,P,"35801,35802,35803,35804,35805,35806,35807,35808,35809,35810,35811,35812,35813,35814,35815,35816,35824,35893,35894,35895,35896,35897,35898,35899,Gantsvill,Huntsville,Khantsvill,hantsubiru,http://en.wikipedia.org/wiki/Huntsville%2C_Alabama,Гантсвілл,Хантсвилл,ハンツビル",4068590
America/Chicago,Hurtsboro,PPL,-85.41633,113,AL,543,107,32.24181,P,"36860,http://en.wikipedia.org/wiki/Hurtsboro%2C_Alabama",4068707
America/Chicago,Hytop,PPL,-86.08804,071,AL,315,521,34.9162,P,http://en.wikipedia.org/wiki/Hytop%2C_Alabama,4068761
America/Chicago,Ider,PPL,-85.6808,049,AL,685,467,34.71425,P,"35981,http://en.wikipedia.org/wiki/Ider%2C_Alabama",4068778
America/Chicago,Indian Springs Village,PPL,-86.75443,117,AL,2416,155,33.35539,P,http://en.wikipedia.org/wiki/Indian_Springs_Village%2C_Alabama,4068933
America/Chicago,Inverness,PPL,-85.74606,011,AL,1621,130,32.01488,P,,4069210
America/Chicago,Irondale,PPL,-86.70721,073,AL,9652,226,33.53816,P,http://en.wikipedia.org/wiki/Irondale%2C_Alabama,4069243
America/Chicago,Jackson,PPL,-87.89444,025,AL,5167,72,31.50905,P,"36545,Dzhekson,http://en.wikipedia.org/wiki/Jackson%2C_Alabama,Джексон",4069458
America/Chicago,Jacksons Gap,PPL,-85.81163,123,AL,761,195,32.88624,P,36861,4069545
America/Chicago,Jacksonville,PPL,-85.76135,015,AL,8603,216,33.81371,P,"36265,Dzheksonvill,http://en.wikipedia.org/wiki/Jacksonville%2C_Alabama,Джексонвилл",4069553
America/Chicago,Jasper,PPL,-87.27751,127,AL,13831,100,33.83122,P,"35501,35502,35503,35504,http://en.wikipedia.org/wiki/Jasper%2C_Alabama",4069659
America/Chicago,Jemison,PPL,-86.74665,021,AL,2359,219,32.95985,P,"35085,http://en.wikipedia.org/wiki/Jemison%2C_Alabama",4069722
America/Chicago,Kansas,PPL,-87.55196,127,AL,255,140,33.90177,P,"35573,http://en.wikipedia.org/wiki/Kansas%2C_Alabama",4070478
America/Chicago,Kellyton,PPL,-86.03358,037,AL,224,232,32.97984,P,35089,4070603
America/Chicago,Kennedy,PPL,-87.98447,075,AL,501,88,33.58706,P,"35574,http://en.wikipedia.org/wiki/Kennedy%2C_Alabama",4070649
America/Chicago,Killen,PPL,-87.53753,077,AL,1075,186,34.86286,P,"35645,http://en.wikipedia.org/wiki/Killen%2C_Alabama",4070786
America/Chicago,Kimberly,PPL,-86.81388,073,AL,2480,141,33.77344,P,"35091,http://en.wikipedia.org/wiki/Kimberly%2C_Alabama",4070806
America/Chicago,Kinsey,PPL,-85.34438,069,AL,1915,92,31.29906,P,http://en.wikipedia.org/wiki/Kinsey%2C_Alabama,4070997
America/Chicago,Kinston,PPL,-86.17106,031,AL,612,82,31.216,P,"36453,http://en.wikipedia.org/wiki/Kinston%2C_Alabama",4071000
America/New_York,Ladonia,PPL,-85.0791,113,AL,3313,143,32.4682,P,http://en.wikipedia.org/wiki/Ladonia%2C_Alabama,4071262
America/Chicago,Lafayette,PPL,-85.40106,017,AL,3196,257,32.89985,P,"36862,Lafajet,Лафайет",4071267
America/Chicago,Lake Purdy,PPL,-86.68054,117,AL,7857,202,33.43011,P,http://en.wikipedia.org/wiki/Lake_Purdy%2C_Alabama,4071488
America/Chicago,Lake View,PPL,-87.1375,125,AL,1357,149,33.28067,P,http://en.wikipedia.org/wiki/Lake_View%2C_Alabama,4071540
America/Chicago,Lakeview,PPL,-85.97831,049,AL,163,354,34.39092,P,http://en.wikipedia.org/wiki/Lakeview%2C_Alabama,4071611
America/Chicago,Lanett,PPL,-85.1905,017,AL,7408,180,32.86874,P,"36863,http://en.wikipedia.org/wiki/Lanett%2C_Alabama",4071763
America/Chicago,Langston,PPL,-86.07442,071,AL,245,191,34.53898,P,"35755,http://en.wikipedia.org/wiki/Langston%2C_Alabama",4071801
America/Chicago,Leeds,PPL,-86.54443,073,AL,11167,191,33.54816,P,"35094,http://en.wikipedia.org/wiki/Leeds%2C_Alabama",4072130
America/Chicago,Leesburg,PPL,-85.76136,019,AL,844,178,34.17982,P,"35983,http://en.wikipedia.org/wiki/Leesburg%2C_Alabama",4072156
America/Chicago,Leighton,PPL,-87.52892,033,AL,826,173,34.70092,P,"35646,http://en.wikipedia.org/wiki/Leighton%2C_Alabama",4072183
America/Chicago,Lester,PPL,-86.12109,055,AL,110,178,33.99926,P,,4072250
America/Chicago,Lester,PPL,-87.15335,083,AL,107,248,34.99064,P,"35647,http://en.wikipedia.org/wiki/Lester%2C_Alabama",4072251
America/Chicago,Level Plains,PPL,-85.77799,045,AL,1562,96,31.29962,P,http://en.wikipedia.org/wiki/Level_Plains%2C_Alabama,4072271
America/Chicago,Lexington,PPL,-87.37113,077,AL,815,234,34.96925,P,"35648,Leksington,http://en.wikipedia.org/wiki/Lexington%2C_Alabama,Лексингтон",4072339
America/Chicago,Libertyville,PPL,-86.46134,039,AL,104,82,31.24156,P,http://en.wikipedia.org/wiki/Libertyville%2C_Alabama,4072543
America/Chicago,Linden,PPL,-87.79807,091,AL,2338,49,32.30625,P,"36748,Linden,http://en.wikipedia.org/wiki/Linden%2C_Alabama,Линден",4072752
America/Chicago,Lincoln,PPL,-86.11831,121,AL,4845,153,33.61316,P,"35096,Linkol'n,http://en.wikipedia.org/wiki/Lincoln%2C_Alabama,Линкольн",4072767
America/Chicago,Lineville,PPL,-85.75441,027,AL,2332,322,33.31067,P,"36266,http://en.wikipedia.org/wiki/Lineville%2C_Alabama",4072814
America/Chicago,Lisman,PPL,-88.28253,023,AL,602,50,32.16876,P,"36912,http://en.wikipedia.org/wiki/Lisman%2C_Alabama",4072834
America/Chicago,Lipscomb,PPL,-86.92666,073,AL,2302,165,33.42566,P,http://en.wikipedia.org/wiki/Lipscomb%2C_Alabama,4072842
America/Chicago,Littleville,PPL,-87.67697,033,AL,978,212,34.59065,P,http://en.wikipedia.org/wiki/Littleville%2C_Alabama,4073357
America/Chicago,Littleville,PPL,-87.57502,133,AL,939,299,34.25149,P,,4073358
America/Chicago,Livingston,PPL,-88.18725,119,AL,2984,47,32.5843,P,"35470,Livingston,http://en.wikipedia.org/wiki/Livingston%2C_Alabama,Ливингстон",4073383
America/Chicago,Loachapoka,PPL,-85.59329,081,AL,162,207,32.6043,P,"36865,http://en.wikipedia.org/wiki/Loachapoka%2C_Alabama",4073413
America/Chicago,Lockhart,PPL,-86.34967,039,AL,523,88,31.01046,P,"36455,http://en.wikipedia.org/wiki/Lockhart%2C_Alabama",4073483
America/Chicago,Locust Fork,PPL,-86.61527,009,AL,1160,178,33.9076,P,"35097,http://en.wikipedia.org/wiki/Locust_Fork%2C_Alabama",4073504
America/Chicago,Louisville,PPL,-85.55578,005,AL,573,168,31.7835,P,"36048,Luisvil,Луисвил",4073771
America/Chicago,Lowndesboro,PPL,-86.61137,085,AL,130,123,32.27514,P,"36752,http://en.wikipedia.org/wiki/Lowndesboro%2C_Alabama",4073889
America/Chicago,Loxley,PPL,-87.75305,003,AL,1446,52,30.61825,P,"36551,http://en.wikipedia.org/wiki/Loxley%2C_Alabama",4073897
America/Chicago,Luverne,PPL,-86.26385,041,AL,2529,108,31.71655,P,"36049,http://en.wikipedia.org/wiki/Luverne%2C_Alabama",4073985
America/Chicago,Lynn,PPL,-87.54974,133,AL,595,221,34.04705,P,"35575,http://en.wikipedia.org/wiki/Lynn%2C_Alabama",4074013
America/Chicago,Macedonia,PPL,-88.23337,107,AL,291,103,33.39151,P,http://en.wikipedia.org/wiki/Macedonia%2C_Alabama,4074076
America/Chicago,Madison,PPL,-86.74833,089,AL,37652,215,34.69926,P,"35756,35757,35758,Madison,http://en.wikipedia.org/wiki/Madison%2C_Alabama,Мадисон",4074267
America/Chicago,Madrid,PPL,-85.39327,069,AL,333,50,31.03574,P,http://en.wikipedia.org/wiki/Madrid%2C_Alabama,4074307
America/Chicago,Malvern,PPL,-85.5191,061,AL,1208,86,31.13934,P,"36349,http://en.wikipedia.org/wiki/Malvern%2C_Alabama",4074452
America/Chicago,Maplesville,PPL,-86.87165,021,AL,686,107,32.78846,P,"36750,http://en.wikipedia.org/wiki/Maplesville%2C_Alabama",4074544
America/Chicago,Margaret,PPL,-86.47498,115,AL,1268,207,33.68621,P,"35112,http://en.wikipedia.org/wiki/Margaret%2C_Alabama",4074599
America/Chicago,Marion,PPL,-87.31917,105,AL,3495,114,32.63235,P,"36756,Mehrion,http://en.wikipedia.org/wiki/Marion%2C_Alabama,Мэрион",4074673
America/Chicago,Maytown,PPL,-86.99722,073,AL,453,216,33.53594,P,http://en.wikipedia.org/wiki/Maytown%2C_Alabama,4075138
America/Chicago,McDonald Chapel,PPL,-86.9336,073,AL,1054,178,33.52177,P,http://en.wikipedia.org/wiki/McDonald_Chapel%2C_Alabama,4075368
America/Chicago,McIntosh,PPL,-88.03139,129,AL,244,15,31.26628,P,http://en.wikipedia.org/wiki/McIntosh%2C_Alabama,4075481
America/Chicago,McKenzie,PPL,-86.71497,013,AL,644,138,31.54238,P,http://en.wikipedia.org/wiki/McKenzie%2C_Alabama,4075526
America/Chicago,McMullen,PPL,-88.17642,107,AL,66,59,33.14873,P,http://en.wikipedia.org/wiki/McMullen%2C_Alabama,4075581
America/Chicago,Meadowbrook,PPL,-86.69665,117,AL,4621,191,33.40205,P,http://en.wikipedia.org/wiki/Meadowbrook%2C_Alabama,4075692
America/Chicago,Memphis,PPL,-85.37549,069,AL,31,82,31.13268,P,,4075831
America/Chicago,Memphis,PPL,-88.29753,107,AL,33,51,33.13651,P,"Memfis,http://en.wikipedia.org/wiki/Memphis%2C_Alabama,Мемфис",4075832
America/Chicago,Meridianville,PPL,-86.57222,089,AL,4777,241,34.85148,P,"35759,http://en.wikipedia.org/wiki/Meridianville%2C_Alabama",4075854
America/Chicago,Mentone,PPL,-85.59052,049,AL,462,529,34.57953,P,"35984,http://en.wikipedia.org/wiki/Mentone%2C_Alabama",4075871
America/Chicago,Midfield,PPL,-86.90888,073,AL,5323,156,33.4615,P,http://en.wikipedia.org/wiki/Midfield%2C_Alabama,4075977
America/Chicago,Midland City,PPL,-85.49382,045,AL,1778,115,31.31906,P,"36350,http://en.wikipedia.org/wiki/Midland_City%2C_Alabama",4075984
America/Chicago,Midway,PPL,-85.52217,011,AL,457,164,32.0771,P,"36053,http://en.wikipedia.org/wiki/Midway%2C_Alabama",4075989
America/Chicago,Mignon,PPLX,-86.26109,121,AL,1348,159,33.18345,P,http://en.wikipedia.org/wiki/Mignon%2C_Alabama,4076066
America/Chicago,Millbrook,PPL,-86.36192,051,AL,14308,58,32.47986,P,"36054,http://en.wikipedia.org/wiki/Millbrook%2C_Alabama",4076239
America/Chicago,Millport,PPL,-88.08142,075,AL,1033,84,33.56345,P,"35576,http://en.wikipedia.org/wiki/Millport%2C_Alabama",4076358
America/Chicago,Millry,PPL,-88.31335,129,AL,596,32,31.63405,P,"36558,http://en.wikipedia.org/wiki/Millry%2C_Alabama",4076361
America/Chicago,Minor,PPL,-86.94055,073,AL,1137,177,33.53733,P,http://en.wikipedia.org/wiki/Minor%2C_Alabama,4076468
America/Chicago,Mobile,PPL,-88.04305,097,AL,190274,3,30.69436,P,"36601,36602,36603,36604,36605,36606,36607,36608,36609,36610,36611,36612,36614,36615,36616,36617,36618,36619,36621,36622,36623,36625,36626,36628,36630,36631,36633,36640,36641,36644,36652,36660,36663,36670,36671,36675,36685,36688,36689,36690,36691,36693,36695,Mobil,Mobil'nye,Mobile,http://en.wikipedia.org/wiki/Mobile%2C_Alabama,http://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B1%D0%B8%D0%BB_%28%D0%90%D0%BB%D0%B0%D0%B1%D0%B0%D0%BC%D0%B0%29,mobiru,Мобильные,Мобіл,モービル",4076598
America/Chicago,Monroeville,PPL,-87.32471,099,AL,6665,126,31.52794,P,"36460,36461,36462,http://en.wikipedia.org/wiki/Monroeville%2C_Alabama",4076725
America/Chicago,Montevallo,PPL,-86.86416,117,AL,5078,125,33.10067,P,"35115,http://en.wikipedia.org/wiki/Montevallo%2C_Alabama",4076771
America/Chicago,Montgomery,PPLA,-86.29997,101,AL,198325,73,32.36681,P,"36101,36102,36103,36104,36105,36106,36107,36108,36109,36110,36111,36112,36113,36114,36115,36116,36117,36118,36119,36120,36121,36123,36124,36125,36130,36131,36132,36133,36134,36135,36140,36141,36142,36177,36191,Montgomeri,Montgomery,http://en.wikipedia.org/wiki/Montgomery%2C_Alabama,http://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%82%D0%B3%D0%BE%D0%BC%D0%B5%D1%80%D0%B8_%28%D0%90%D0%BB%D0%B0%D0%B1%D0%B0%D0%BC%D0%B0%29,mantgmry,meng ge ma li,mongomeri,mwntgwmry,Монтгомери,Монтгомері,מונטגומרי,مانتگمری,モンゴメリー,蒙哥马利",4076784
