tz,name,feature,long,countycode,state,pop,elev,lat,featclass,wikilink,id
America/New_York,Dover-Foxcroft,PPL,-69.22699,021,ME,2447,110,45.18339,P,http://en.wikipedia.org/wiki/Dover-Foxcroft_%28CDP%29%2C_Maine,4962775
America/New_York,Dyer Brook,PPL,-68.18336,003,ME,207,201,46.08144,P,http://en.wikipedia.org/wiki/Dyer_Brook%2C_Maine,4963057
America/New_York,Eagle Lake,PPL,-68.58949,003,ME,847,189,47.04004,P,"04739,http://en.wikipedia.org/wiki/Eagle_Lake%2C_Maine",4963111
America/New_York,East Machias,PPL,-67.38999,029,ME,1350,11,44.73924,P,"04630,http://en.wikipedia.org/wiki/East_Machias%2C_Maine",4963306
America/New_York,East Millinocket,PPL,-68.57448,019,ME,1585,112,45.62755,P,"04430,http://en.wikipedia.org/wiki/East_Millinocket_%28CDP%29%2C_Maine",4963318
America/New_York,Eastbrook,PPL,-68.26446,009,ME,385,51,44.67869,P,http://en.wikipedia.org/wiki/Eastbrook%2C_Maine,4963415
America/New_York,Easton,PPL,-67.90947,003,ME,1299,179,46.64115,P,"04740,Iston,http://en.wikipedia.org/wiki/Easton%2C_Maine,Истон",4963478
America/New_York,Eastport,PPL,-66.98998,029,ME,1562,32,44.90619,P,"04631,http://en.wikipedia.org/wiki/Eastport%2C_Maine",4963486
America/New_York,Eddington,PPL,-68.69337,019,ME,2133,22,44.82618,P,"04428,http://en.wikipedia.org/wiki/Eddington%2C_Maine",4963547
America/New_York,Edgecomb,PPL,-69.6306,015,ME,1133,44,43.95841,P,"04556,http://en.wikipedia.org/wiki/Edgecomb%2C_Maine",4963559
America/New_York,Eliot,PPL,-70.80006,031,ME,6528,9,43.15314,P,"03903,http://en.wikipedia.org/wiki/Eliot%2C_Maine",4963642
America/New_York,Ellsworth,PPL,-68.41946,009,ME,6456,33,44.54341,P,"04605,http://en.wikipedia.org/wiki/Ellsworth%2C_Maine",4963692
America/New_York,Embden,PPL,-69.86672,025,ME,916,114,44.91811,P,http://en.wikipedia.org/wiki/Embden%2C_Maine,4963749
America/New_York,Enfield,PPL,-68.56836,019,ME,1680,52,45.24894,P,http://en.wikipedia.org/wiki/Enfield%2C_Maine,4963801
America/New_York,Etna,PPL,-69.11116,019,ME,1052,71,44.8209,P,"04434,http://en.wikipedia.org/wiki/Etna%2C_Maine",4963848
America/New_York,Eustis,PPL,-70.4784,007,ME,712,359,45.21728,P,"04936,http://en.wikipedia.org/wiki/Eustis%2C_Maine",4963858
America/New_York,Fairfield,PPL,-69.59866,025,ME,8771,43,44.5884,P,"04937,Feurfild,http://en.wikipedia.org/wiki/Fairfield%2C_Maine,http://en.wikipedia.org/wiki/Fairfield_%28CDP%29%2C_Maine,Феърфилд",4963932
America/New_York,Falmouth,PPL,-70.24199,005,ME,10731,26,43.72952,P,"04105,http://en.wikipedia.org/wiki/Falmouth%2C_Maine",4963985
America/New_York,Falmouth Foreside,PPL,-70.20783,005,ME,2146,32,43.7348,P,http://en.wikipedia.org/wiki/Falmouth_Foreside%2C_Maine,4963987
America/New_York,Farmingdale,PPL,-69.77143,011,ME,1918,16,44.24451,P,"04344,http://en.wikipedia.org/wiki/Farmingdale_%28CDP%29%2C_Maine",4964021
America/New_York,Farmington,PPL,-70.15117,007,ME,8849,126,44.67062,P,"04938,Farmington,http://en.wikipedia.org/wiki/Farmington_%28CDP%29%2C_Maine,Фармингтон",4964024
America/New_York,Fayette,PPL,-70.03367,011,ME,1081,103,44.40896,P,http://en.wikipedia.org/wiki/Fayette%2C_Maine,4964068
America/New_York,Fort Fairfield,PPL,-67.83391,003,ME,1578,116,46.77227,P,"04742,http://en.wikipedia.org/wiki/Fort_Fairfield_%28CDP%29%2C_Maine",4964605
America/New_York,Fort Kent,PPL,-68.58949,003,ME,1958,171,47.25865,P,"04743,http://en.wikipedia.org/wiki/Fort_Kent%2C_Maine,http://en.wikipedia.org/wiki/Fort_Kent_%28CDP%29%2C_Maine",4964627
America/New_York,Frankfort,PPL,-68.8767,027,ME,1082,11,44.6098,P,"04438,Frankfurt,http://en.wikipedia.org/wiki/Frankfort%2C_Maine,Франкфурт",4964813
America/New_York,Franklin,PPL,-68.23224,009,ME,1424,17,44.58702,P,"04634,Franklin,http://en.wikipedia.org/wiki/Franklin%2C_Maine,Франклин",4964817
America/New_York,Freedom,PPL,-69.29782,027,ME,671,141,44.53035,P,"04941,http://en.wikipedia.org/wiki/Freedom%2C_Maine",4964856
America/New_York,Freeport,PPL,-70.10311,005,ME,12415,50,43.85702,P,"04032,04033,04034,http://en.wikipedia.org/wiki/Freeport_%28CDP%29%2C_Maine",4964867
America/New_York,Frenchboro,PPL,-68.36252,009,ME,40,12,44.11814,P,"04635,http://en.wikipedia.org/wiki/Frenchboro%2C_Maine",4964909
America/New_York,Friendship,PPL,-69.33394,013,ME,1252,36,43.98369,P,"04547,http://en.wikipedia.org/wiki/Friendship%2C_Maine",4964943
America/New_York,Fryeburg,PPL,-70.98062,017,ME,1570,131,44.01646,P,"04037,http://en.wikipedia.org/wiki/Fryeburg_%28CDP%29%2C_Maine",4964996
America/New_York,Gardiner,PPL,-69.77532,011,ME,6239,7,44.23007,P,"04345,http://en.wikipedia.org/wiki/Gardiner%2C_Maine",4965079
America/New_York,Garland,PPL,-69.16032,019,ME,1029,112,45.0384,P,"04939,Girljanda,http://en.wikipedia.org/wiki/Garland%2C_Maine,Гирлянда",4965101
America/New_York,Gilead,PPL,-70.97285,017,ME,162,216,44.39423,P,http://en.wikipedia.org/wiki/Gilead%2C_Maine,4965217
America/New_York,Gorham,PPL,-70.44422,005,ME,22308,73,43.67952,P,"04038,Gorkhehm,http://en.wikipedia.org/wiki/Gorham%2C_Maine,http://en.wikipedia.org/wiki/Gorham_%28CDP%29%2C_Maine,Горхэм",4965481
America/New_York,Gouldsboro,PPL,-68.03834,009,ME,2018,25,44.47841,P,"04607,http://en.wikipedia.org/wiki/Gouldsboro%2C_Maine",4965529
America/New_York,Grand Isle,PPL,-68.15198,003,ME,539,152,47.30532,P,"04746,http://en.wikipedia.org/wiki/Grand_Isle%2C_Maine",4965577
America/New_York,Grand Lake Stream,PPL,-67.77445,029,ME,156,103,45.17952,P,"04637,http://en.wikipedia.org/wiki/Grand_Lake_Stream%2C_Maine",4965586
America/New_York,Gray,PPL,-70.33172,005,ME,7396,91,43.88563,P,"04039,http://en.wikipedia.org/wiki/Gray%2C_Maine",4965671
America/New_York,Great Pond,PPL,-68.28196,009,ME,49,152,44.94035,P,http://en.wikipedia.org/wiki/Great_Pond%2C_Maine,4965783
America/New_York,Greenbush,PPL,-68.65086,019,ME,1477,34,45.08034,P,http://en.wikipedia.org/wiki/Greenbush%2C_Maine,4965923
America/New_York,Greene,PPL,-70.14033,001,ME,4238,95,44.18979,P,"04236,http://en.wikipedia.org/wiki/Greene%2C_Maine",4965929
America/New_York,Greenville,PPL,-69.59061,021,ME,1232,318,45.45949,P,"04441,Grinvill,http://en.wikipedia.org/wiki/Greenville%2C_Maine,http://en.wikipedia.org/wiki/Greenville_%28CDP%29%2C_Maine,Гринвилл",4965978
America/New_York,Greenwood,PPL,-70.6509,017,ME,834,208,44.3184,P,http://en.wikipedia.org/wiki/Greenwood%2C_Maine,4965991
America/New_York,Hallowell,PPL,-69.79088,011,ME,2467,12,44.2859,P,"04347,http://en.wikipedia.org/wiki/Hallowell%2C_Maine",4966320
America/New_York,Hamlin,PPL,-67.79391,003,ME,267,160,47.06588,P,http://en.wikipedia.org/wiki/Hamlin%2C_Maine,4966346
America/New_York,Hampden,PPL,-68.83698,019,ME,7781,33,44.74452,P,"04444,http://en.wikipedia.org/wiki/Hampden_%28CDP%29%2C_Maine",4966371
America/New_York,Hancock,PPL,-68.25363,009,ME,2232,11,44.52924,P,"04640,http://en.wikipedia.org/wiki/Hancock%2C_Maine",4966383
America/New_York,Hanover,PPL,-70.69424,017,ME,261,194,44.49673,P,"04237,http://en.wikipedia.org/wiki/Hanover%2C_Maine",4966421
America/New_York,Harmony,PPL,-69.54616,025,ME,992,93,44.97395,P,"04942,http://en.wikipedia.org/wiki/Harmony%2C_Maine",4966539
America/New_York,Harpswell Center,PPL,-69.98421,005,ME,5281,39,43.80175,P,,4966554
America/New_York,Harrington,PPL,-67.81028,029,ME,917,7,44.61924,P,"04643,http://en.wikipedia.org/wiki/Harrington%2C_Maine",4966576
America/New_York,Harrison,PPL,-70.67923,005,ME,2407,88,44.11035,P,"04040,Kharrison,http://en.wikipedia.org/wiki/Harrison%2C_Maine,Харрисон",4966598
America/New_York,Hartford,PPL,-70.34673,017,ME,1001,139,44.37284,P,"Khartford,http://en.wikipedia.org/wiki/Hartford%2C_Maine,Хартфорд",4966616
America/New_York,Hartland,PPL,-69.44755,025,ME,822,76,44.88339,P,"04943,http://en.wikipedia.org/wiki/Hartland_%28CDP%29%2C_Maine",4966624
America/New_York,Haynesville,PPL,-67.99113,003,ME,127,121,45.82617,P,http://en.wikipedia.org/wiki/Haynesville%2C_Maine,4966793
America/New_York,Hebron,PPL,-70.40645,017,ME,1095,174,44.19813,P,"04238,http://en.wikipedia.org/wiki/Hebron%2C_Maine",4966883
America/New_York,Hermon,PPL,-68.91337,019,ME,4909,57,44.81007,P,http://en.wikipedia.org/wiki/Hermon%2C_Maine,4966992
America/New_York,Hersey,PPL,-68.4342,003,ME,66,241,46.07338,P,http://en.wikipedia.org/wiki/Hersey%2C_Maine,4967026
America/New_York,Hiram,PPL,-70.8034,017,ME,1479,110,43.87868,P,"04041,http://en.wikipedia.org/wiki/Hiram%2C_Maine",4967237
America/New_York,Hodgdon,PPL,-67.86668,003,ME,1289,130,46.05394,P,http://en.wikipedia.org/wiki/Hodgdon%2C_Maine,4967277
America/New_York,Holden,PPL,-68.67892,019,ME,2939,55,44.75285,P,"04429,http://en.wikipedia.org/wiki/Holden%2C_Maine",4967344
America/New_York,Hollis Center,PPL,-70.59311,031,ME,4637,55,43.60508,P,04042,4967361
America/New_York,Houlton,PPL,-67.8403,003,ME,6703,110,46.12616,P,"04730,http://en.wikipedia.org/wiki/Houlton%2C_Maine",4967563
America/New_York,Howland,PPL,-68.66364,019,ME,1195,51,45.23867,P,"04448,http://en.wikipedia.org/wiki/Howland%2C_Maine",4967652
America/New_York,Hudson,PPL,-68.88059,019,ME,1448,42,45.00118,P,"04449,Gudzon,http://en.wikipedia.org/wiki/Hudson%2C_Maine,Гудзон",4967690
America/New_York,Island Falls,PPL,-68.27141,003,ME,824,143,46.00922,P,"04747,http://en.wikipedia.org/wiki/Island_Falls%2C_Maine",4968117
America/New_York,Isle Au Haut,PPL,-68.63336,013,ME,82,15,44.07536,P,04645,4968134
America/New_York,Islesboro,PPL,-68.90337,027,ME,627,13,44.30841,P,"04848,http://en.wikipedia.org/wiki/Islesboro%2C_Maine",4968141
America/New_York,Jackman,PPL,-70.25451,025,ME,746,367,45.62394,P,"04945,http://en.wikipedia.org/wiki/Jackman%2C_Maine",4968168
America/New_York,Jackson,PPL,-69.12087,027,ME,526,118,44.61479,P,"Dzhekson,http://en.wikipedia.org/wiki/Jackson%2C_Maine,Джексон",4968177
America/New_York,Jay,PPL,-70.21617,007,ME,4988,112,44.50395,P,"04239,http://en.wikipedia.org/wiki/Jay%2C_Maine",4968234
America/New_York,Jefferson,PPL,-69.45254,015,ME,2483,23,44.20674,P,"04348,Dzhefferson,http://en.wikipedia.org/wiki/Jefferson%2C_Maine,Джефферсон",4968246
America/New_York,Jonesboro,PPL,-67.57249,029,ME,618,8,44.66258,P,"04648,Dzhonsboro,http://en.wikipedia.org/wiki/Jonesboro%2C_Maine,Джонсборо",4968496
America/New_York,Jonesport,PPL,-67.59833,029,ME,1464,0,44.53286,P,"04649,http://en.wikipedia.org/wiki/Jonesport%2C_Maine",4968499
America/New_York,Kenduskeag,PPL,-68.9317,019,ME,1217,30,44.91951,P,"04450,http://en.wikipedia.org/wiki/Kenduskeag%2C_Maine",4968688
America/New_York,Kennebunk,PPL,-70.54478,031,ME,14651,22,43.38397,P,"04043,http://en.wikipedia.org/wiki/Kennebunk_%28CDP%29%2C_Maine",4968729
America/New_York,Kennebunkport,PPL,-70.47672,031,ME,1564,3,43.36175,P,"04046,http://en.wikipedia.org/wiki/Kennebunkport%2C_Maine,http://en.wikipedia.org/wiki/Kennebunkport_%28CDP%29%2C_Maine,http://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D0%BD%D0%B5%D0%B1%D0%B0%D0%BD%D0%BA%D0%BF%D0%BE%D1%80%D1%82",4968747
America/New_York,Kingfield,PPL,-70.15395,007,ME,1147,171,44.95922,P,"04947,http://en.wikipedia.org/wiki/Kingfield%2C_Maine",4968894
America/New_York,Kingman,PPL,-68.19946,019,ME,221,111,45.54951,P,"04451,Kingmen,http://en.wikipedia.org/wiki/Kingman%2C_Maine,Кингмен",4968900
America/New_York,Kingsbury,PPL,-69.64922,021,ME,9,297,45.1195,P,http://en.wikipedia.org/wiki/Kingsbury%2C_Maine,4968909
America/New_York,Kittery Point,PPL,-70.70783,031,ME,1182,13,43.08342,P,"03905,http://en.wikipedia.org/wiki/Kittery_Point%2C_Maine",4968933
America/New_York,Kittery,PPL,-70.73616,031,ME,13063,6,43.08814,P,"03904,http://en.wikipedia.org/wiki/Kittery%2C_Maine,http://en.wikipedia.org/wiki/Kittery_%28CDP%29%2C_Maine",4968937
America/New_York,Lagrange,PPL,-68.84448,019,ME,777,88,45.16672,P,"04453,http://en.wikipedia.org/wiki/Lagrange%2C_Maine",4969061
America/New_York,Lake Arrowhead,PPL,-70.73478,031,ME,2354,103,43.66369,P,http://en.wikipedia.org/wiki/Lake_Arrowhead%2C_Maine,4969066
America/New_York,Lake View,PPL,-68.92587,021,ME,45,138,45.32339,P,http://en.wikipedia.org/wiki/Lake_View%2C_Maine,4969096
America/New_York,Lebanon,PPL,-70.85089,031,ME,5446,85,43.39453,P,"04027,http://en.wikipedia.org/wiki/Lebanon%2C_Maine",4969280
America/New_York,Lee,PPL,-68.28641,019,ME,879,124,45.36006,P,"04455,http://en.wikipedia.org/wiki/Lee%2C_Maine",4969317
America/New_York,Leeds,PPL,-70.1195,001,ME,2080,92,44.3034,P,"04263,http://en.wikipedia.org/wiki/Leeds%2C_Maine",4969332
America/New_York,Levant,PPL,-68.93476,019,ME,2257,46,44.86924,P,"04456,http://en.wikipedia.org/wiki/Levant%2C_Maine",4969375
America/New_York,Lewiston,PPL,-70.21478,001,ME,35690,66,44.10035,P,"04240,04241,04243,L'juiston,http://en.wikipedia.org/wiki/Lewiston%2C_Maine,Льюистон",4969398
America/New_York,Liberty,PPL,-69.30282,027,ME,964,116,44.38924,P,"04949,http://en.wikipedia.org/wiki/Liberty%2C_Maine",4969470
America/New_York,Limerick,PPL,-70.79367,031,ME,2329,166,43.68841,P,04048,4969529
America/New_York,Limestone,PPL,-67.82585,003,ME,1599,181,46.90866,P,"04750,04751,http://en.wikipedia.org/wiki/Limestone_%28CDP%29%2C_Maine",4969532
America/New_York,Limington,PPL,-70.71089,031,ME,3538,147,43.73174,P,"04049,http://en.wikipedia.org/wiki/Limington%2C_Maine",4969542
America/New_York,Lincoln,PPL,-68.50502,019,ME,6330,67,45.36228,P,"04457,Linkol'n,http://en.wikipedia.org/wiki/Lincoln_%28CDP%29%2C_Maine,Линкольн",4969547
America/New_York,Lincolnville,PPL,-69.00865,027,ME,2123,6,44.28119,P,"04849,http://en.wikipedia.org/wiki/Lincolnville%2C_Maine",4969592
America/New_York,Linneus,PPL,-67.96002,003,ME,927,197,46.03866,P,http://en.wikipedia.org/wiki/Linneus%2C_Maine,4969612
America/New_York,Lisbon,PPL,-70.1045,001,ME,9392,55,44.03146,P,"04250,http://en.wikipedia.org/wiki/Lisbon%2C_Maine",4969622
America/New_York,Lisbon Falls,PPL,-70.06061,001,ME,4405,34,43.99619,P,"04252,http://en.wikipedia.org/wiki/Lisbon_Falls%2C_Maine",4969627
America/New_York,Littleton,PPL,-67.84113,003,ME,993,143,46.23088,P,"Littlton,http://en.wikipedia.org/wiki/Littleton%2C_Maine,Литтлтон",4970206
America/New_York,Livermore,PPL,-70.24922,001,ME,2190,125,44.38396,P,"04253,Livurmor,http://en.wikipedia.org/wiki/Livermore%2C_Maine,Ливърмор",4970214
America/New_York,Livermore Falls,PPL,-70.18811,001,ME,1533,124,44.47534,P,"04254,http://en.wikipedia.org/wiki/Livermore_Falls_%28CDP%29%2C_Maine",4970215
America/New_York,Long Island,PPL,-70.17116,005,ME,210,18,43.68425,P,"04050,http://en.wikipedia.org/wiki/Long_Island%2C_Maine",4970331
America/New_York,Lovell,PPL,-70.89173,017,ME,1013,129,44.12674,P,"04051,http://en.wikipedia.org/wiki/Lovell%2C_Maine",4970644
America/New_York,Lowell,PPL,-68.4678,019,ME,303,61,45.18784,P,"Louel,http://en.wikipedia.org/wiki/Lowell%2C_Maine,Лоуел",4970650
America/New_York,Lubec,PPL,-66.98415,029,ME,1718,9,44.86064,P,"04652,http://en.wikipedia.org/wiki/Lubec%2C_Maine",4970802
America/New_York,Ludlow,PPL,-68.04002,003,ME,418,161,46.14061,P,http://en.wikipedia.org/wiki/Ludlow%2C_Maine,4970831
America/New_York,Machias,PPL,-67.46138,029,ME,1250,25,44.71508,P,"04654,http://en.wikipedia.org/wiki/Machias_%28CDP%29%2C_Maine",4970888
America/New_York,Machiasport,PPL,-67.39471,029,ME,1206,11,44.69869,P,"04655,http://en.wikipedia.org/wiki/Machiasport%2C_Maine",4970903
America/New_York,Macwahoc,PPL,-68.2628,003,ME,102,97,45.62839,P,,4970927
America/New_York,Madawaska,PPL,-68.32882,003,ME,4944,175,47.35612,P,"http://en.wikipedia.org/wiki/Madawaska%2C_Maine,http://en.wikipedia.org/wiki/Madawaska_%28CDP%29%2C_Maine",4970938
America/New_York,Madison,PPL,-69.87978,025,ME,5316,92,44.79756,P,"04950,Madison,http://en.wikipedia.org/wiki/Madison_%28CDP%29%2C_Maine,Мадисон",4970954
America/New_York,Madrid,PPL,-70.46201,007,ME,180,261,44.8645,P,http://en.wikipedia.org/wiki/Madrid%2C_Maine,4970963
America/New_York,Manchester,PPL,-69.86033,011,ME,2563,65,44.32451,P,"04351,Manchester,http://en.wikipedia.org/wiki/Manchester%2C_Maine,Манчестер",4971094
America/New_York,Mapleton,PPL,-68.16281,003,ME,1964,172,46.68199,P,"04757,http://en.wikipedia.org/wiki/Mapleton%2C_Maine",4971187
America/New_York,Mariaville,PPL,-68.41558,009,ME,430,69,44.72063,P,http://en.wikipedia.org/wiki/Mariaville%2C_Maine,4971206
America/New_York,Mars Hill,PPL,-67.86641,003,ME,1539,129,46.51588,P,04758,4971253
America/New_York,Marshfield,PPL,-67.47749,029,ME,514,6,44.73313,P,http://en.wikipedia.org/wiki/Marshfield%2C_Maine,4971302
America/New_York,Masardis,PPL,-68.36115,003,ME,265,172,46.50365,P,"04759,http://en.wikipedia.org/wiki/Masardis%2C_Maine",4971365
America/New_York,Mattawamkeag,PPL,-68.35447,019,ME,858,68,45.51367,P,"04459,http://en.wikipedia.org/wiki/Mattawamkeag%2C_Maine",4971448
America/New_York,Mechanic Falls,PPL,-70.39172,001,ME,2537,84,44.11174,P,"04256,http://en.wikipedia.org/wiki/Mechanic_Falls_%28CDP%29%2C_Maine",4971699
America/New_York,Meddybemps,PPL,-67.35582,029,ME,156,54,45.03841,P,"04657,http://en.wikipedia.org/wiki/Meddybemps%2C_Maine",4971706
America/New_York,Medford,PPL,-68.8517,021,ME,240,99,45.28533,P,"Medford,http://en.wikipedia.org/wiki/Medford%2C_Maine,Медфорд",4971713
America/New_York,Medway,PPL,-68.53086,019,ME,1548,87,45.60894,P,"04460,http://en.wikipedia.org/wiki/Medway%2C_Maine",4971734
America/New_York,Mercer,PPL,-69.93645,025,ME,673,89,44.67812,P,http://en.wikipedia.org/wiki/Mercer%2C_Maine,4971771
America/New_York,Mexico,PPL,-70.54534,017,ME,1840,146,44.5609,P,"04257,http://en.wikipedia.org/wiki/Mexico_%28CDP%29%2C_Maine",4971871
America/New_York,Milbridge,PPL,-67.88083,029,ME,1330,10,44.53536,P,"04658,http://en.wikipedia.org/wiki/Milbridge%2C_Maine",4972002
America/New_York,Milford,PPL,-68.64392,019,ME,2233,41,44.94618,P,"04461,Milford,http://en.wikipedia.org/wiki/Milford_%28CDP%29%2C_Maine,Милфорд",4972028
America/New_York,Millinocket,PPL,-68.70976,019,ME,5105,113,45.65727,P,"04462,http://en.wikipedia.org/wiki/Millinocket%2C_Maine,http://en.wikipedia.org/wiki/Millinocket_%28CDP%29%2C_Maine",4972220
America/New_York,Milo,PPL,-68.98587,021,ME,1840,97,45.25366,P,"04463,http://en.wikipedia.org/wiki/Milo_%28CDP%29%2C_Maine",4972235
America/New_York,Milton,PPL,-70.65312,017,ME,128,199,44.44784,P,"Mil'ton,http://en.wikipedia.org/wiki/Milton%2C_Maine,Мильтон",4972243
America/New_York,Minot,PPL,-70.32006,001,ME,2337,81,44.08563,P,"04258,Mina,http://en.wikipedia.org/wiki/Minot%2C_Maine,Мина",4972286
America/New_York,Monhegan,PPL,-69.32032,015,ME,78,8,43.76231,P,"04852,http://en.wikipedia.org/wiki/Monhegan%2C_Maine",4972355
America/New_York,Monmouth,PPL,-70.03561,011,ME,3935,83,44.23868,P,"04259,http://en.wikipedia.org/wiki/Monmouth%2C_Maine",4972368
America/New_York,Monroe,PPL,-69.01809,027,ME,917,69,44.61507,P,"04951,Monro,http://en.wikipedia.org/wiki/Monroe%2C_Maine,Монро",4972373
America/New_York,Monson,PPL,-69.50116,021,ME,692,262,45.28699,P,"04464,http://en.wikipedia.org/wiki/Monson%2C_Maine",4972380
America/New_York,Monticello,PPL,-67.84252,003,ME,821,136,46.30838,P,"04760,http://en.wikipedia.org/wiki/Monticello%2C_Maine",4972398
America/New_York,Moose River,PPL,-70.26618,025,ME,228,376,45.65282,P,http://en.wikipedia.org/wiki/Moose_River%2C_Maine,4972548
America/New_York,Morrill,PPL,-69.14921,027,ME,805,73,44.44313,P,"04952,http://en.wikipedia.org/wiki/Morrill%2C_Maine",4972606
America/New_York,Moscow,PPL,-69.89117,025,ME,600,143,45.07061,P,"Gorod Moskva,http://en.wikipedia.org/wiki/Moscow%2C_Maine,Город Москва",4972660
America/New_York,Mount Vernon,PPL,-69.98756,011,ME,1584,108,44.50118,P,"04352,http://en.wikipedia.org/wiki/Mount_Vernon%2C_Maine",4972784
America/New_York,Naples,PPL,-70.60923,005,ME,3404,86,43.97174,P,"04055,Neapol',http://en.wikipedia.org/wiki/Naples%2C_Maine,Неаполь",4973108
America/New_York,New Gloucester,PPL,-70.28255,005,ME,5389,102,43.96285,P,"04260,http://en.wikipedia.org/wiki/New_Gloucester%2C_Maine",4973259
America/New_York,New Limerick,PPL,-67.96002,003,ME,544,119,46.10116,P,"04761,http://en.wikipedia.org/wiki/New_Limerick%2C_Maine",4973273
America/New_York,New Portland,PPL,-70.09673,025,ME,816,159,44.88422,P,"04954,http://en.wikipedia.org/wiki/New_Portland%2C_Maine",4973282
America/New_York,New Sharon,PPL,-70.01561,007,ME,1348,111,44.63895,P,"04955,http://en.wikipedia.org/wiki/New_Sharon%2C_Maine",4973288
America/New_York,New Sweden Station,PPL,-68.10058,003,ME,646,212,46.95365,P,,4973295
America/New_York,New Vineyard,PPL,-70.12145,007,ME,754,187,44.80422,P,"04956,http://en.wikipedia.org/wiki/New_Vineyard%2C_Maine",4973297
America/New_York,Newcastle,PPL,-69.53671,015,ME,1817,9,44.03508,P,"04553,http://en.wikipedia.org/wiki/Newcastle%2C_Maine",4973311
America/New_York,Newport,PPL,-69.27394,019,ME,1753,63,44.83534,P,"04953,N'juport,http://en.wikipedia.org/wiki/Newport_%28CDP%29%2C_Maine,Ньюпорт",4973333
America/New_York,Newry,PPL,-70.78702,017,ME,358,195,44.48729,P,"04261,http://en.wikipedia.org/wiki/Newry%2C_Maine",4973342
America/New_York,Newfield,PPL,-70.84701,031,ME,1381,119,43.64813,P,"04056,http://en.wikipedia.org/wiki/Newfield%2C_Maine",4973346
America/New_York,Nobleboro,PPL,-69.48505,015,ME,1691,57,44.07952,P,"04555,http://en.wikipedia.org/wiki/Nobleboro%2C_Maine",4973402
America/New_York,Norridgewock,PPL,-69.79061,025,ME,1623,61,44.71312,P,"04957,http://en.wikipedia.org/wiki/Norridgewock_%28CDP%29%2C_Maine",4973430
America/New_York,North Bath,PPL,-69.81588,023,ME,9363,8,43.9348,P,,4973457
America/New_York,North Berwick,PPL,-70.73339,031,ME,11436,43,43.3037,P,"03906,http://en.wikipedia.org/wiki/North_Berwick%2C_Maine,http://en.wikipedia.org/wiki/North_Berwick_%28CDP%29%2C_Maine",4973463
America/New_York,North Haven,PPL,-68.8742,013,ME,396,12,44.12814,P,"04853,http://en.wikipedia.org/wiki/North_Haven%2C_Maine",4973580
America/New_York,North Penobscot,PPL,-68.66142,009,ME,461,133,44.52174,P,http://en.wikipedia.org/wiki/North_Penobscot%2C_Maine,4973639
America/New_York,North Windham,PPL,-70.43839,005,ME,15881,93,43.83424,P,http://en.wikipedia.org/wiki/North_Windham%2C_Maine,4973717
America/New_York,Northfield,PPL,-67.57055,029,ME,136,76,44.82896,P,http://en.wikipedia.org/wiki/Northfield%2C_Maine,4973778
America/New_York,Northport,PPL,-68.96142,027,ME,1384,48,44.33786,P,http://en.wikipedia.org/wiki/Northport%2C_Maine,4973781
America/New_York,Norway,PPL,-70.54478,017,ME,5731,118,44.21396,P,"04268,http://en.wikipedia.org/wiki/Norway_%28CDP%29%2C_Maine",4973840
America/New_York,Oakfield,PPL,-68.15002,003,ME,761,189,46.09894,P,"04763,http://en.wikipedia.org/wiki/Oakfield%2C_Maine",4974065
America/New_York,Oakland,PPL,-69.72199,011,ME,7837,71,44.54034,P,"04963,Oklend,http://en.wikipedia.org/wiki/Oakland%2C_Maine,http://en.wikipedia.org/wiki/Oakland_%28CDP%29%2C_Maine,Окленд",4974071
America/New_York,Ogunquit,PPL,-70.59922,031,ME,1275,9,43.24898,P,"03907,http://en.wikipedia.org/wiki/Ogunquit%2C_Maine",4974108
America/New_York,Old Orchard Beach,PPL,-70.37755,031,ME,9415,13,43.51731,P,"04064,http://en.wikipedia.org/wiki/Old_Orchard_Beach%2C_Maine",4974194
America/New_York,Old Town,PPL,-68.64531,019,ME,8134,33,44.93423,P,"04468,http://en.wikipedia.org/wiki/Old_Town%2C_Maine",4974231
America/New_York,Orland,PPL,-68.73586,009,ME,2219,60,44.57035,P,"04472,http://en.wikipedia.org/wiki/Orland%2C_Maine",4974306
America/New_York,Orient,PPL,-67.84001,003,ME,151,137,45.817,P,"04471,http://en.wikipedia.org/wiki/Orient%2C_Maine",4974309
America/New_York,Orono,PPL,-68.67198,019,ME,9423,38,44.88312,P,"04469,04473,http://en.wikipedia.org/wiki/Orono_%28CDP%29%2C_Maine",4974313
America/New_York,Orrington,PPL,-68.82643,019,ME,3666,40,44.73118,P,"04474,http://en.wikipedia.org/wiki/Orrington%2C_Maine",4974328
America/New_York,Otis,PPL,-68.4528,009,ME,565,91,44.7123,P,http://en.wikipedia.org/wiki/Otis%2C_Maine,4974352
America/New_York,Owls Head,PPL,-69.05726,013,ME,1665,23,44.0823,P,"04854,http://en.wikipedia.org/wiki/Owls_Head%2C_Maine",4974489
America/New_York,Oxbow,PPL,-68.49004,003,ME,58,196,46.41865,P,"04764,http://en.wikipedia.org/wiki/Oxbow%2C_Maine",4974506
America/New_York,Oxford,PPL,-70.49311,017,ME,1338,100,44.13174,P,"04270,Oksford,http://en.wikipedia.org/wiki/Oxford_%28CDP%29%2C_Maine,Оксфорд",4974537
